"price","bedrooms","city_center","minimum_nights","entire_home"
204,1,FALSE,2,TRUE
134,1,TRUE,2,TRUE
139,2,FALSE,2,TRUE
54,1,TRUE,3,FALSE
130,1,FALSE,2,TRUE
90,1,FALSE,2,TRUE
175,2,FALSE,2,TRUE
250,2,TRUE,1,FALSE
300,2,FALSE,3,TRUE
104,1,FALSE,2,TRUE
79,2,FALSE,2,TRUE
149,2,FALSE,3,TRUE
115,1,FALSE,7,TRUE
175,1,FALSE,2,TRUE
73,1,FALSE,3,FALSE
136,1,FALSE,1,TRUE
199,2,FALSE,2,TRUE
400,4,FALSE,5,TRUE
80,1,FALSE,5,TRUE
100,2,FALSE,3,TRUE
125,1,TRUE,3,TRUE
85,1,FALSE,3,FALSE
125,1,FALSE,3,TRUE
150,1,FALSE,2,TRUE
150,2,FALSE,4,TRUE
200,2,FALSE,2,TRUE
125,1,FALSE,4,TRUE
120,1,FALSE,4,TRUE
165,1,FALSE,2,TRUE
70,1,FALSE,1,FALSE
153,2,FALSE,2,TRUE
150,2,FALSE,3,TRUE
209,2,FALSE,3,TRUE
175,2,TRUE,4,TRUE
172,1,TRUE,4,TRUE
50,1,FALSE,4,FALSE
89,1,FALSE,3,FALSE
100,1,FALSE,3,TRUE
150,2,FALSE,3,TRUE
80,2,FALSE,2,FALSE
62,1,FALSE,5,TRUE
189,4,FALSE,3,TRUE
125,1,FALSE,6,TRUE
350,2,FALSE,3,TRUE
19,1,FALSE,6,FALSE
141,1,FALSE,4,TRUE
242,3,FALSE,2,TRUE
145,1,FALSE,2,TRUE
145,3,FALSE,2,TRUE
170,2,FALSE,1,TRUE
180,2,FALSE,3,TRUE
55,1,FALSE,3,FALSE
249,3,FALSE,4,TRUE
74,1,FALSE,1,TRUE
100,1,FALSE,5,TRUE
111,2,FALSE,2,TRUE
79,1,FALSE,5,TRUE
221,2,FALSE,2,TRUE
160,1,FALSE,1,FALSE
268,3,FALSE,4,TRUE
120,1,FALSE,3,TRUE
109,1,FALSE,5,TRUE
193,2,FALSE,2,TRUE
75,1,FALSE,4,TRUE
60,1,FALSE,2,TRUE
90,1,FALSE,2,TRUE
85,1,FALSE,1,TRUE
118,1,FALSE,3,TRUE
95,1,FALSE,2,TRUE
90,1,FALSE,2,FALSE
185,2,FALSE,3,TRUE
85,1,TRUE,1,TRUE
120,2,FALSE,3,TRUE
95,1,FALSE,4,TRUE
396,3,FALSE,3,TRUE
92,1,TRUE,3,FALSE
180,3,FALSE,2,TRUE
210,1,FALSE,3,TRUE
80,1,FALSE,2,FALSE
199,1,FALSE,2,TRUE
299,2,TRUE,3,TRUE
120,1,FALSE,2,FALSE
300,2,FALSE,3,TRUE
105,1,TRUE,5,TRUE
75,1,FALSE,2,FALSE
135,1,FALSE,3,TRUE
125,1,FALSE,2,TRUE
130,1,FALSE,4,TRUE
90,1,FALSE,2,TRUE
120,1,FALSE,3,TRUE
71,1,FALSE,2,FALSE
90,1,TRUE,2,FALSE
150,1,FALSE,3,TRUE
126,1,FALSE,3,TRUE
150,1,FALSE,2,TRUE
77,1,FALSE,6,TRUE
90,1,TRUE,1,TRUE
47,1,FALSE,2,FALSE
99,1,FALSE,1,TRUE
160,2,TRUE,3,TRUE
120,1,FALSE,2,TRUE
229,1,TRUE,3,TRUE
105,1,FALSE,2,FALSE
125,2,FALSE,2,TRUE
85,1,FALSE,3,FALSE
94,1,FALSE,2,TRUE
140,2,FALSE,2,TRUE
88,1,FALSE,2,FALSE
130,1,FALSE,2,TRUE
179,3,FALSE,3,TRUE
120,1,FALSE,2,TRUE
79,1,FALSE,1,FALSE
150,1,FALSE,4,TRUE
104,2,FALSE,2,TRUE
90,1,FALSE,2,FALSE
65,1,FALSE,1,FALSE
80,1,FALSE,2,TRUE
109,1,FALSE,2,TRUE
180,2,FALSE,2,TRUE
146,1,FALSE,3,TRUE
200,1,TRUE,2,TRUE
28,1,FALSE,5,FALSE
282,2,FALSE,3,TRUE
109,1,FALSE,2,TRUE
96,1,TRUE,2,TRUE
100,1,FALSE,2,TRUE
245,1,FALSE,3,TRUE
80,1,TRUE,2,FALSE
105,1,TRUE,2,TRUE
224,1,TRUE,3,TRUE
