rating,gpa,white,female,tech_skills,unpaid_intshp,top_intshp,second_intshp
5,3.49,1,0,0,0,0,1
4,3.91,0,0,0,1,0,1
5,3.66,0,1,0,1,0,1
3,3.6,0,0,0,1,0,1
4,3.84,0,1,1,1,0,1
1,3.53,0,0,1,0,0,1
3,3.07,0,0,0,1,0,0
6,3.84,1,0,0,1,0,0
5,3.7,1,1,0,1,0,0
2,3.77,0,0,1,1,0,0
5,3.72,1,1,0,1,0,0
8,3.12,0,1,1,1,0,0
6,3.22,1,0,0,1,0,1
8,3.1,0,0,0,1,0,1
7,3.94,0,1,0,1,0,1
10,3.83,1,1,0,0,0,1
6,3.63,1,0,0,0,0,1
2,3.07,0,1,0,1,0,1
4,3.85,1,0,0,0,0,1
7,3.6,1,0,0,0,0,1
1,3.23,1,0,0,0,0,1
9,3.44,0,1,1,0,0,1
4,3.11,1,1,0,0,0,1
1,3.86,0,0,1,0,0,1
5,3.83,1,0,1,0,0,1
5,3.61,1,1,1,0,0,1
6,3.7,0,1,0,1,1,0
1,3.55,0,0,0,1,1,0
6,3.7,1,1,1,1,1,0
6,3.97,0,0,0,1,1,0
6,3.1,0,0,0,1,1,0
3,3.39,1,0,0,1,1,0
6,3.92,0,1,1,1,1,0
5,3.42,0,0,0,1,1,0
1,3.21,0,1,0,1,1,0
1,3.21,0,1,1,1,1,0
6,3.4,1,1,0,1,1,0
1,3.25,1,1,0,1,1,0
4,3.09,1,1,0,1,1,0
4,3.74,1,0,0,1,1,1
3,3.44,0,0,0,1,1,1
9,3.73,0,0,0,0,1,1
6,3.55,1,0,1,0,1,1
5,3.53,1,1,0,0,1,1
8,3.48,1,1,0,1,1,1
8,3.88,1,1,1,1,1,1
8,3.6,0,0,1,1,1,1
2,3.49,1,0,0,1,1,1
8,3.7,1,0,0,0,1,1
8,3.87,0,1,1,1,1,1
7,3.99,1,0,0,1,1,1
3,3.66,0,1,0,1,1,1
2,3.37,0,0,0,0,1,1
2,3.68,0,0,0,0,1,1
4,3.43,1,0,0,0,1,1
7,3.2,0,0,0,0,1,1
7,3.5,1,1,0,0,1,1
3,3.52,1,0,0,1,1,1
7,3.49,1,0,0,1,1,1
1,3.15,1,0,0,0,1,1
7,3.57,0,1,1,1,1,1
7,3.48,1,1,0,0,1,1
9,4,0,0,1,1,1,1
9,3.22,0,1,0,0,1,1
10,3.19,1,0,0,1,1,1
7,3.45,1,1,0,1,1,1
7,3.43,1,1,0,1,1,1
8,3.52,1,0,0,1,1,0
6,3.34,1,0,1,1,1,0
7,3.61,1,0,1,1,1,0
3,3.1,0,0,0,1,1,0
1,3.85,1,0,0,1,1,0
9,3.91,0,1,0,1,1,0
7,3.73,1,0,0,1,1,0
5,3.25,1,1,0,1,1,0
2,3.82,0,1,0,1,1,0
5,3.62,0,1,0,1,1,0
4,3.65,1,0,1,1,1,0
2,3.13,0,0,1,1,1,0
10,3.17,0,0,0,1,1,0
4,3.61,1,1,0,1,1,0
6,3.93,1,0,0,1,1,0
4,3.38,0,0,0,1,1,0
7,3.06,0,1,0,1,1,0
7,3.51,1,0,0,0,1,1
8,3.1,1,0,0,1,1,1
9,3.04,0,0,0,1,1,1
9,3.71,0,0,1,1,1,1
7,3.17,0,1,0,0,1,1
4,3.74,1,0,0,0,1,1
6,3.44,1,0,0,1,1,1
6,3.28,1,0,0,1,1,1
5,3.2,0,0,0,1,1,1
9,3.35,0,1,0,1,1,1
4,3.49,1,1,0,1,1,1
6,3.45,0,1,0,0,1,1
2,3.23,0,0,0,0,1,1
8,3.68,1,1,0,0,1,1
6,3.55,1,0,0,0,1,1
5,3.34,0,1,1,1,1,1
7,3.64,0,0,1,1,1,1
9,3.12,1,1,1,1,1,1
3,3.93,1,1,0,1,1,1
2,3.06,0,0,1,1,1,1
6,3.77,1,0,0,0,1,1
2,3.84,1,1,1,0,1,1
3,3.47,1,1,0,1,1,1
3,3.91,1,0,0,0,1,1
8,3.63,1,0,0,0,1,1
8,3.4,1,1,0,0,1,1
4,3.23,1,1,0,1,1,1
7,3.24,1,0,0,1,1,0
1,3.38,0,1,1,1,1,0
3,3.24,0,1,0,1,1,0
7,3.87,0,0,0,1,1,0
8,3.78,1,0,0,1,1,0
2,3.75,1,1,0,1,1,0
1,3.15,1,1,0,1,1,0
7,3.21,1,1,0,1,1,0
6,3.24,1,1,0,1,1,0
5,3.37,0,1,0,1,1,1
10,3.49,1,0,0,1,1,1
7,3.32,1,1,0,0,1,1
3,3.13,1,1,1,0,1,1
10,3.5,1,1,0,1,1,1
5,3.77,0,1,1,1,1,1
3,3.73,1,1,1,1,1,1
8,3.77,0,0,0,1,1,1
9,3.69,1,1,0,1,1,1
8,3.13,1,0,0,0,1,1
3,3.33,1,1,0,1,1,1
5,3.22,1,1,0,1,1,1
8,3.86,1,0,0,0,1,1
7,3.68,1,0,1,0,1,1
7,3.78,1,1,0,0,1,1
9,3.05,0,1,1,0,1,1
4,3.04,0,0,1,1,1,1
4,3.24,1,0,0,1,1,1
7,3.47,1,0,1,1,1,1
4,3.54,1,1,0,0,1,1
7,3.71,0,1,1,0,1,1
8,3.03,1,1,0,0,1,1
5,3.1,1,0,1,0,1,1
8,3.59,0,1,1,1,1,1
6,3.45,0,1,0,0,1,1
4,3.07,1,0,0,1,0,0
7,3.57,1,1,0,1,0,0
3,3.72,0,1,0,1,0,0
1,3.2,1,0,0,1,0,0
7,3.04,0,1,0,1,0,0
1,3.19,0,1,1,1,0,0
6,3.97,1,0,0,1,0,0
7,3.5,0,0,0,1,0,0
9,3.99,1,1,0,1,0,0
4,3.22,0,0,1,1,0,0
5,3.52,0,1,0,1,0,0
4,3.48,0,1,0,1,0,0
4,3.59,0,1,1,1,0,0
6,3.29,1,0,0,1,0,0
1,3.75,0,1,0,1,0,0
7,3.44,1,0,1,1,0,0
2,3.24,1,1,1,1,0,0
6,3.35,1,0,0,1,0,0
5,3.51,0,0,1,1,0,0
7,3.65,1,0,0,1,0,0
4,3.25,1,1,0,1,0,1
7,3.83,1,0,0,0,0,1
4,3.39,0,1,0,1,0,1
1,3.76,1,1,1,1,0,1
6,3.62,0,0,0,1,0,1
5,3.84,0,0,0,1,0,1
4,3.97,1,0,1,1,0,1
1,3.06,0,0,0,1,0,1
4,3.84,0,0,1,1,0,1
5,3.68,1,1,0,0,0,1
1,3.43,0,1,0,1,0,1
7,3.7,0,0,0,1,0,1
1,3.91,1,1,0,0,0,1
3,3.42,1,0,0,1,0,1
5,3.6,1,0,0,0,0,1
8,3.84,0,0,0,0,0,1
4,3.38,0,0,0,0,0,1
3,3.37,0,0,0,1,0,1
1,3.79,1,0,0,1,0,1
8,3.19,1,1,1,1,0,1
7,3.55,1,1,0,1,0,1
4,3.62,1,1,1,0,0,1
5,3.32,1,0,0,0,0,1
4,3.42,1,1,0,1,0,1
1,3.95,1,1,0,1,0,0
7,3.96,0,1,1,1,0,0
2,3.25,0,0,0,1,0,0
4,3.18,0,0,0,1,0,0
3,3.81,1,0,1,1,0,0
1,3.87,1,1,1,1,0,0
4,3.71,1,1,0,1,0,0
5,3.94,1,0,0,1,0,1
7,3.39,1,1,1,0,0,1
7,3.32,0,0,0,0,0,1
4,3.24,1,1,1,1,0,1
5,3.44,1,1,0,1,0,1
2,3.55,1,1,0,1,0,1
3,3.44,1,0,0,1,0,1
3,3.9,1,1,0,1,0,1
8,3.88,1,0,0,1,0,1
8,3.25,0,1,0,1,0,1
5,3.34,1,0,0,1,0,1
6,3.38,1,0,0,0,0,1
4,3.82,1,0,1,0,0,1
9,3.91,0,0,0,0,0,1
7,3.85,1,1,0,0,0,1
7,3.61,0,1,1,0,0,1
1,3.27,1,0,0,0,0,1
2,3.83,1,0,0,0,0,1
1,3.16,1,1,0,0,0,1
2,3.27,1,0,0,1,0,1
6,3.17,1,1,0,0,0,1
4,3.54,1,1,0,0,0,1
2,3.5,1,0,1,1,0,1
4,3.49,0,0,0,1,0,1
8,3.55,1,0,0,1,0,1
4,3.17,1,0,0,1,0,1
4,3.05,0,1,1,1,0,1
8,3.52,0,0,1,0,0,1
8,3.44,1,0,1,0,0,1
4,3.55,1,0,0,1,0,0
7,3.7,0,1,1,1,0,0
3,3.24,0,0,0,1,0,0
3,3.68,0,0,0,1,0,0
7,3.55,0,1,1,1,0,0
4,3.85,0,0,0,1,0,0
10,3.35,0,0,0,1,0,0
1,3.06,0,1,0,1,0,0
8,3.5,1,0,0,1,0,0
1,3.62,1,0,0,1,0,0
3,3.09,1,0,0,1,0,0
3,3.22,1,0,0,0,0,1
1,3.08,1,0,0,0,0,1
3,3.19,1,1,0,0,0,1
4,3.82,1,0,0,1,0,1
8,3.83,1,0,0,1,0,1
4,3.33,1,0,0,1,0,1
1,3.49,0,0,0,1,0,1
3,3.07,1,0,1,0,0,1
1,3.29,1,0,1,1,0,1
5,3.32,1,1,0,1,0,1
3,3.14,0,1,0,1,0,1
1,3.75,1,1,0,0,0,1
10,3.79,1,0,1,0,0,1
7,3.69,1,1,1,0,0,1
5,3.4,0,1,0,0,0,1
3,3.6,1,0,0,0,0,1
4,3.24,1,0,0,0,0,1
9,3.67,1,0,1,0,0,1
1,3.11,1,0,0,0,0,1
5,3.87,0,1,1,0,0,1
7,3.88,1,0,1,0,0,1
3,3.43,1,0,1,0,0,1
1,3.28,1,1,0,0,0,1
1,3.98,1,1,0,0,0,1
7,3.71,0,0,0,1,0,1
9,3.72,1,1,0,0,0,1
7,3.49,1,0,0,0,0,1
3,3.49,1,1,0,1,0,1
1,3.6,1,0,0,1,0,1
3,3.12,0,0,0,1,0,1
2,3.14,0,1,0,0,0,1
