date,e5,e10,diesel
2017-07-24,1.3338250406457,1.31053916219183,1.11604317754272
2017-07-25,1.33090825706821,1.30751376704006,1.11252293665055
2017-07-26,1.3278925080509,1.30456670755022,1.11052983051531
2017-07-27,1.32693303874698,1.30372979947377,1.11270096914729
2017-07-28,1.32995913703025,1.30677122398967,1.11655120508229
2017-07-29,1.33755748035522,1.31450381355387,1.12395896157642
2017-07-30,1.34206677840021,1.31895655383336,1.12844246832393
2017-07-31,1.33366693143516,1.31041566799433,1.1201634289775
2017-08-01,1.3400523712659,1.31678900453727,1.12647521712806
2017-08-02,1.3402108155398,1.31717712313768,1.12637286732908
2017-08-03,1.34214875045996,1.31907891404837,1.12956552794879
2017-08-04,1.34190926848905,1.31872685783321,1.12792566999576
2017-08-05,1.34465979470877,1.32198052123243,1.13181372086554
2017-08-06,1.35211515027444,1.32919149034264,1.13831681336196
2017-08-07,1.34279216710167,1.31975531533266,1.1295553500716
2017-08-08,1.34318334580001,1.32032485176624,1.12785969500577
2017-08-09,1.34371528932759,1.32077859604607,1.12795959001849
2017-08-10,1.34154045435114,1.31875304407178,1.12628892504857
2017-08-11,1.34254766514608,1.31973019182122,1.12964413498248
2017-08-12,1.34752189822014,1.32473929459014,1.13371644401022
2017-08-13,1.35511693158998,1.33219988046878,1.14245516082072
2017-08-14,1.34385442341663,1.32070551133949,1.13044900406227
2017-08-15,1.34405416495749,1.32110431821909,1.12955517447104
2017-08-16,1.34138153388775,1.31825630344233,1.12642822089779
2017-08-17,1.34088554879201,1.31798047345692,1.12538081345654
2017-08-18,1.34093821085532,1.31798701523382,1.12305412765863
2017-08-19,1.34669128920295,1.32382909642117,1.127064909242
2017-08-20,1.34712750782127,1.32424717367625,1.12793031907429
2017-08-21,1.33836477410077,1.3155994099068,1.11831157564933
2017-08-22,1.34281310901036,1.31982336288143,1.1226237216916
2017-08-23,1.34264557180957,1.31946072392015,1.12124289180326
2017-08-24,1.34545109791835,1.32270098072957,1.12443174760419
2017-08-25,1.34441565608969,1.3212796849041,1.12421287545317
2017-08-26,1.34938409887946,1.32632919240727,1.12822524489631
2017-08-27,1.3544500405612,1.33128509752251,1.13294226205735
2017-08-28,1.35031146297262,1.32730714096425,1.12535066372586
2017-08-29,1.35007031619422,1.32704464690162,1.12464757605028
2017-08-30,1.34969933346122,1.3265489508461,1.12438442742073
2017-08-31,1.3545626794787,1.33154282850773,1.12680779214598
2017-09-01,1.36912332939453,1.34630838745821,1.13434649719911
2017-09-02,1.38071811179934,1.35789197204071,1.140884708307
2017-09-03,1.38726255245672,1.36433620926237,1.14777241206763
2017-09-04,1.38166513753237,1.35905982971866,1.14134230033893
2017-09-05,1.38129901227658,1.35831751780225,1.14137786971875
2017-09-06,1.37666595226176,1.35360597170836,1.14173542993652
2017-09-07,1.37712112390562,1.3541179901509,1.14410403514562
2017-09-08,1.38107377630526,1.35823619589121,1.1488647204346
2017-09-09,1.38836509673548,1.3656786549308,1.15612084090483
2017-09-10,1.39286210938985,1.37014962641746,1.1612112216688
2017-09-11,1.38205388339641,1.35903311436301,1.15229462132861
2017-09-12,1.37726966037538,1.35411018880311,1.14821827975639
2017-09-13,1.37232041004077,1.34913034797215,1.14772521056342
2017-09-14,1.37026546357542,1.34706247958867,1.14673105148985
2017-09-15,1.3683271355573,1.34534155041643,1.14769202648663
2017-09-16,1.37173111711995,1.34866131057041,1.15362408259883
2017-09-17,1.37836914096838,1.35496822037459,1.16259536058061
2017-09-18,1.36743193589872,1.3442516361346,1.15237118058257
2017-09-19,1.36545698734852,1.34254642297673,1.15262656514401
2017-09-20,1.36298828074252,1.33976327623023,1.15135454375655
2017-09-21,1.36034034509937,1.33731950256453,1.15169940069572
2017-09-22,1.3594959469101,1.33643914673997,1.15507496637564
2017-09-23,1.36311269052837,1.34009116571744,1.16152842145845
2017-09-24,1.36906597536346,1.34582641680498,1.16775406119011
2017-09-25,1.36340794153287,1.34050150825387,1.16201465661166
2017-09-26,1.3706953729661,1.34755408412574,1.17143440650399
2017-09-27,1.36610995070415,1.34300232475948,1.16854763534448
2017-09-28,1.3630764270209,1.33992522852572,1.16900933849745
2017-09-29,1.3619957326233,1.33868420698436,1.17194550191656
2017-09-30,1.36475305261905,1.34176178686622,1.17836798617137
2017-10-01,1.37100907803313,1.34781392784192,1.18352620182082
2017-10-02,1.36330967608316,1.33989365140867,1.17640232404768
2017-10-03,1.36424772087663,1.34069205453231,1.18037626373424
2017-10-04,1.3569768381645,1.33328204998601,1.17236693072161
2017-10-05,1.35109494104967,1.3276088765838,1.17025298644322
2017-10-06,1.3515375004079,1.32821811413175,1.16812716320157
2017-10-07,1.35592522123078,1.33265783692469,1.17175297397698
2017-10-08,1.36261579685691,1.33924158041526,1.17723540214633
2017-10-09,1.35642982103561,1.33319336674078,1.17019084631973
2017-10-10,1.35043210038938,1.32704061583066,1.16433518148102
2017-10-11,1.34621704337514,1.32287481596861,1.15976285106102
2017-10-12,1.34819749938749,1.32472866454651,1.16123137194184
2017-10-13,1.34660648826108,1.32303166107435,1.15990337318932
2017-10-14,1.35149393990635,1.32799688972397,1.16513068627891
2017-10-15,1.35628254162335,1.33269983047989,1.17115843092779
2017-10-16,1.3502665191796,1.32670618281772,1.16686753967879
2017-10-17,1.34927948625745,1.32596718312189,1.16827998688182
2017-10-18,1.34645492457411,1.32322701152057,1.16755181855277
2017-10-19,1.34971007654542,1.32635706391591,1.16888820515552
2017-10-20,1.34798525845379,1.32450923975237,1.16650308911531
2017-10-21,1.34998256613108,1.32662740974222,1.1677449577922
2017-10-22,1.35592361624978,1.33256208547495,1.17451162009668
2017-10-23,1.34695007695247,1.32329491932921,1.16578549097543
2017-10-24,1.34479093977456,1.32163835424069,1.16187545045517
2017-10-25,1.34747761201367,1.32409569281537,1.16379511148434
2017-10-26,1.35197350712015,1.3284219749736,1.16724874367609
2017-10-27,1.35629974108615,1.33297332634739,1.16971817701292
2017-10-28,1.36278938217297,1.33997583390023,1.17330980468567
2017-10-29,1.3679645855952,1.34507717539805,1.17693902876295
2017-10-30,1.36542804205843,1.34237857132707,1.17621538707921
2017-10-31,1.37158610385784,1.34883246759998,1.18219083067351
2017-11-01,1.37471991213099,1.35190318123124,1.18407504731377
2017-11-02,1.37282923239489,1.34962537865255,1.1811359694413
2017-11-03,1.37391919805749,1.35082270205825,1.17759368665096
2017-11-04,1.38334157219322,1.36024279833554,1.18128577797768
2017-11-05,1.39105315322286,1.36791860557771,1.18744110296526
2017-11-06,1.38888130467055,1.36582108161627,1.18516679266601
2017-11-07,1.39394471275901,1.37079578482565,1.1894071171716
2017-11-08,1.39227593111328,1.3690867944426,1.18611935347932
2017-11-09,1.40234790735115,1.37883818454656,1.19464321287686
2017-11-10,1.40296209606169,1.37957286416381,1.19658249088447
2017-11-11,1.40218529542193,1.37879072164907,1.19713533781097
2017-11-12,1.40087796723409,1.37783988089312,1.19537068169466
2017-11-13,1.39294731404183,1.36952896020822,1.18772423488052
2017-11-14,1.39866555099219,1.37529600532204,1.19606747351735
2017-11-15,1.39509613714414,1.37181755489864,1.19340214616159
2017-11-16,1.39304824208523,1.3695225776599,1.19292374675009
2017-11-17,1.38272712467943,1.3588718784801,1.18741541419015
2017-11-18,1.36737641983689,1.34423637726561,1.17893389310015
2017-11-19,1.3829189755218,1.3593056872689,1.19531039072088
2017-11-20,1.37825367857213,1.35444345972366,1.19142982640125
2017-11-21,1.37452123896825,1.35048492054669,1.19176824342974
2017-11-22,1.37606777861974,1.35235353913551,1.19276124834319
2017-11-23,1.3767924927212,1.35313703580962,1.19276861937892
2017-11-24,1.37838880130761,1.35464434163197,1.19421991859515
2017-11-25,1.37816164232262,1.35427504268976,1.19565696007862
2017-11-26,1.38256045421017,1.35881542903028,1.19943261609675
2017-11-27,1.37893825329024,1.35512233068138,1.19405024021212
2017-11-28,1.38175530555413,1.35803402598948,1.19600046794188
2017-11-29,1.38251306570249,1.35855544646179,1.19714384495635
2017-11-30,1.36598928147895,1.34248506485269,1.18063917797136
2017-12-01,1.37595890798769,1.35241047680329,1.19298694618665
2017-12-02,1.37796466820358,1.35396766095714,1.19659064868448
2017-12-03,1.3842726538797,1.36049000111207,1.20326675233241
2017-12-04,1.37605752383867,1.35222873733057,1.19474958272474
2017-12-05,1.37191008608653,1.34842513749988,1.19130997886751
2017-12-06,1.37102326865601,1.34750531172184,1.19169098608669
2017-12-07,1.36663263126673,1.34325490422684,1.18940409550817
2017-12-08,1.36607823648462,1.34249491783716,1.18824572434494
